Tarih,Yemek Adi,Fiyat,Maliyet,Hazirlanma Suresi,Garson
2025-07-28 18:30:38,Mercimek,40,12,3,Garson Mehmet
2025-07-28 13:06:38,Kola,25,15,1,Garson Ali
2025-07-28 21:32:38,Ezogelin,40,12,3,Garson Ali
2025-07-28 20:47:38,Ayran,15,4,1,Garson Ayşe
2025-07-28 13:47:38,Mercimek,40,12,3,Garson Ali
2025-07-28 12:05:38,İskender,150,65,8,Garson Ayşe
2025-07-28 20:24:38,İskender,150,65,8,Garson Ali
2025-07-28 11:59:38,İskender,150,65,8,Garson Zeynep
2025-07-28 23:53:38,Adana,140,60,7,Garson Ali
2025-07-28 11:29:38,Beyti,160,70,9,Garson Ali
2025-07-28 17:00:38,Künefe,80,35,5,Garson Ali
2025-07-28 19:04:38,Beyti,160,70,9,Garson Ayşe
2025-07-28 21:23:38,İskender,150,65,8,Garson Zeynep
2025-07-28 13:30:38,İskender,150,65,8,Garson Ayşe
2025-07-28 14:19:38,Su,10,2,1,Garson Ali
2025-07-28 19:53:38,Su,10,2,1,Garson Ayşe
2025-07-28 22:44:38,Kola,25,15,1,Garson Ali
2025-07-28 22:56:38,Kola,25,15,1,Garson Ali
2025-07-27 11:03:38,Ezogelin,40,12,3,Garson Ali
2025-07-27 22:05:38,Mercimek,40,12,3,Garson Ali
2025-07-27 17:03:38,Beyti,160,70,9,Garson Mehmet
2025-07-27 19:11:38,İskender,150,65,8,Garson Ali
2025-07-27 23:51:38,Su,10,2,1,Garson Ali
2025-07-27 17:15:38,Su,10,2,1,Garson Ayşe
2025-07-27 21:20:38,Mercimek,40,12,3,Garson Ayşe
2025-07-27 14:28:38,Beyti,160,70,9,Garson Ayşe
2025-07-27 21:09:38,Beyti,160,70,9,Garson Ayşe
2025-07-27 18:41:38,Su,10,2,1,Garson Ali
2025-07-27 14:32:38,Beyti,160,70,9,Garson Ali
2025-07-27 12:12:38,Beyti,160,70,9,Garson Ali
2025-07-27 16:33:38,Su,10,2,1,Garson Zeynep
2025-07-27 20:58:38,Su,10,2,1,Garson Mehmet
2025-07-27 16:37:38,Su,10,2,1,Garson Ali
2025-07-27 13:46:38,Su,10,2,1,Garson Ayşe
2025-07-27 13:08:38,Ayran,15,4,1,Garson Ali
2025-07-27 12:04:38,Su,10,2,1,Garson Mehmet
2025-07-27 18:54:38,Su,10,2,1,Garson Ali
2025-07-27 23:28:38,Ayran,15,4,1,Garson Ali
2025-07-27 20:48:38,Beyti,160,70,9,Garson Ali
2025-07-27 17:21:38,Künefe,80,35,5,Garson Ayşe
2025-07-27 21:26:38,Kola,25,15,1,Garson Ayşe
2025-07-27 23:41:38,İskender,150,65,8,Garson Ali
2025-07-27 17:58:38,Su,10,2,1,Garson Mehmet
2025-07-27 13:56:38,Beyti,160,70,9,Garson Ali
2025-07-27 19:26:38,İskender,150,65,8,Garson Ali
2025-07-27 17:47:38,Beyti,160,70,9,Garson Ayşe
2025-07-27 23:37:38,Künefe,80,35,5,Garson Ayşe
2025-07-27 12:29:38,Beyti,160,70,9,Garson Ayşe
2025-07-27 21:52:38,Mercimek,40,12,3,Garson Ayşe
2025-07-27 21:50:38,Ayran,15,4,1,Garson Ayşe
2025-07-27 13:17:38,Beyti,160,70,9,Garson Ayşe
2025-07-27 21:02:38,İskender,150,65,8,Garson Zeynep
2025-07-27 16:50:38,İskender,150,65,8,Garson Ali
2025-07-27 21:59:38,İskender,150,65,8,Garson Ali
2025-07-27 15:53:38,Su,10,2,1,Garson Ayşe
2025-07-27 23:01:38,Su,10,2,1,Garson Ali
2025-07-27 20:26:38,Ayran,15,4,1,Garson Ayşe
2025-07-27 19:42:38,İskender,150,65,8,Garson Mehmet
2025-07-27 23:11:38,İskender,150,65,8,Garson Ali
2025-07-27 15:18:38,Beyti,160,70,9,Garson Ayşe
2025-07-27 18:03:38,İskender,150,65,8,Garson Ali
2025-07-27 12:27:38,İskender,150,65,8,Garson Mehmet
2025-07-27 12:19:38,Su,10,2,1,Garson Zeynep
2025-07-27 20:55:38,Su,10,2,1,Garson Ayşe
2025-07-27 22:56:38,Beyti,160,70,9,Garson Ali
2025-07-27 22:58:38,Künefe,80,35,5,Garson Ayşe
2025-07-27 23:28:38,İskender,150,65,8,Garson Ali
2025-07-27 17:47:38,Kola,25,15,1,Garson Ali
2025-07-27 11:04:38,Kola,25,15,1,Garson Ali
2025-07-27 21:09:38,Beyti,160,70,9,Garson Ali
2025-07-27 14:46:38,Ayran,15,4,1,Garson Ali
2025-07-27 13:58:38,Beyti,160,70,9,Garson Ayşe
2025-07-27 14:11:38,Adana,140,60,7,Garson Ayşe
2025-07-27 17:33:38,Ayran,15,4,1,Garson Mehmet
2025-07-27 17:45:38,Beyti,160,70,9,Garson Ali
2025-07-27 17:04:38,İskender,150,65,8,Garson Ayşe
2025-07-27 22:43:38,Adana,140,60,7,Garson Mehmet
2025-07-27 16:17:38,İskender,150,65,8,Garson Ali
2025-07-27 13:51:38,İskender,150,65,8,Garson Ayşe
2025-07-26 13:47:38,İskender,150,65,8,Garson Zeynep
2025-07-26 15:33:38,Su,10,2,1,Garson Ayşe
2025-07-26 13:37:38,Su,10,2,1,Garson Ali
2025-07-26 16:33:38,Mercimek,40,12,3,Garson Ali
2025-07-26 22:04:38,Kola,25,15,1,Garson Ali
2025-07-26 23:10:38,İskender,150,65,8,Garson Ali
2025-07-26 16:00:38,Beyti,160,70,9,Garson Ayşe
2025-07-26 17:27:38,Kola,25,15,1,Garson Ali
2025-07-26 13:34:38,Beyti,160,70,9,Garson Ayşe
2025-07-26 17:31:38,Su,10,2,1,Garson Ali
2025-07-26 15:36:38,Su,10,2,1,Garson Ali
2025-07-26 13:51:38,İskender,150,65,8,Garson Ayşe
2025-07-26 16:07:38,İskender,150,65,8,Garson Ayşe
2025-07-26 14:45:38,Su,10,2,1,Garson Ali
2025-07-26 18:55:38,Kola,25,15,1,Garson Ali
2025-07-26 15:04:38,İskender,150,65,8,Garson Mehmet
2025-07-26 18:20:38,Su,10,2,1,Garson Ayşe
2025-07-26 23:08:38,Su,10,2,1,Garson Ali
2025-07-26 21:30:38,Künefe,80,35,5,Garson Ali
2025-07-26 18:56:38,Beyti,160,70,9,Garson Ali
2025-07-26 19:08:38,İskender,150,65,8,Garson Ali
2025-07-26 23:55:38,Su,10,2,1,Garson Mehmet
2025-07-26 22:42:38,Beyti,160,70,9,Garson Mehmet
2025-07-26 22:07:38,Beyti,160,70,9,Garson Ayşe
2025-07-26 13:38:38,Su,10,2,1,Garson Ali
2025-07-26 20:58:38,İskender,150,65,8,Garson Mehmet
2025-07-26 13:32:38,Su,10,2,1,Garson Ali
2025-07-26 17:54:38,Beyti,160,70,9,Garson Ali
2025-07-26 13:52:38,İskender,150,65,8,Garson Ayşe
2025-07-26 17:53:38,Beyti,160,70,9,Garson Ayşe
2025-07-26 16:01:38,İskender,150,65,8,Garson Ayşe
2025-07-26 20:08:38,Su,10,2,1,Garson Ali
2025-07-26 19:34:38,İskender,150,65,8,Garson Ayşe
2025-07-26 15:00:38,Kola,25,15,1,Garson Ayşe
2025-07-26 19:29:38,Su,10,2,1,Garson Ali
2025-07-26 16:23:38,Ezogelin,40,12,3,Garson Ali
2025-07-26 20:25:38,Ezogelin,40,12,3,Garson Ayşe
2025-07-26 23:40:38,Mercimek,40,12,3,Garson Ali
2025-07-26 15:49:38,Mercimek,40,12,3,Garson Ayşe
2025-07-26 19:41:38,Beyti,160,70,9,Garson Ali
2025-07-26 16:13:38,Beyti,160,70,9,Garson Ali
2025-07-26 22:48:38,Beyti,160,70,9,Garson Mehmet
2025-07-26 11:50:38,Su,10,2,1,Garson Zeynep
2025-07-26 14:59:38,Su,10,2,1,Garson Ali
2025-07-26 23:41:38,Beyti,160,70,9,Garson Zeynep
2025-07-26 13:51:38,Adana,140,60,7,Garson Ali
2025-07-26 11:17:38,Mercimek,40,12,3,Garson Mehmet
2025-07-26 18:27:38,Beyti,160,70,9,Garson Ayşe
2025-07-26 11:52:38,Ayran,15,4,1,Garson Ayşe
2025-07-26 14:14:38,Künefe,80,35,5,Garson Ayşe
2025-07-26 18:39:38,Su,10,2,1,Garson Ayşe
2025-07-26 11:56:38,Su,10,2,1,Garson Ayşe
2025-07-26 15:54:38,Beyti,160,70,9,Garson Ali
2025-07-26 19:54:38,Su,10,2,1,Garson Ayşe
2025-07-26 13:51:38,Su,10,2,1,Garson Ali
2025-07-26 15:29:38,Ezogelin,40,12,3,Garson Ayşe
2025-07-26 15:27:38,Adana,140,60,7,Garson Ali
2025-07-26 22:44:38,Su,10,2,1,Garson Ali
2025-07-26 16:02:38,Su,10,2,1,Garson Ali
2025-07-26 11:49:38,İskender,150,65,8,Garson Mehmet
2025-07-26 21:10:38,Beyti,160,70,9,Garson Ali
2025-07-26 16:55:38,Beyti,160,70,9,Garson Ayşe
2025-07-26 18:39:38,Su,10,2,1,Garson Zeynep
2025-07-26 13:14:38,Su,10,2,1,Garson Mehmet
2025-07-26 16:20:38,Su,10,2,1,Garson Ayşe
2025-07-26 23:03:38,Kola,25,15,1,Garson Ayşe
2025-07-26 17:54:38,Beyti,160,70,9,Garson Ayşe
2025-07-26 14:26:38,Adana,140,60,7,Garson Ayşe
2025-07-26 18:43:38,İskender,150,65,8,Garson Mehmet
2025-07-26 18:27:38,Su,10,2,1,Garson Ayşe
2025-07-26 22:27:38,İskender,150,65,8,Garson Ali
2025-07-26 21:41:38,Su,10,2,1,Garson Ali
2025-07-26 22:05:38,Su,10,2,1,Garson Ayşe
2025-07-26 13:12:38,Ayran,15,4,1,Garson Ayşe
2025-07-26 18:40:38,Künefe,80,35,5,Garson Ali
2025-07-26 13:44:38,Su,10,2,1,Garson Ali
2025-07-26 17:59:38,Su,10,2,1,Garson Ali
2025-07-26 18:53:38,İskender,150,65,8,Garson Ayşe
2025-07-26 23:59:38,İskender,150,65,8,Garson Ali
2025-07-26 13:20:38,Künefe,80,35,5,Garson Ayşe
2025-07-26 19:34:38,Kola,25,15,1,Garson Ali
2025-07-26 14:21:38,Beyti,160,70,9,Garson Ali
2025-07-26 17:26:38,Su,10,2,1,Garson Ayşe
2025-07-26 17:27:38,Künefe,80,35,5,Garson Ayşe
2025-07-26 11:38:38,Kola,25,15,1,Garson Ayşe
2025-07-26 15:42:38,Künefe,80,35,5,Garson Ayşe
2025-07-26 23:24:38,Ezogelin,40,12,3,Garson Zeynep
2025-07-26 11:51:38,Adana,140,60,7,Garson Ali
2025-07-25 17:15:38,Künefe,80,35,5,Garson Zeynep
2025-07-25 18:11:38,Beyti,160,70,9,Garson Ali
2025-07-25 12:48:38,Su,10,2,1,Garson Ali
2025-07-25 15:37:38,Su,10,2,1,Garson Ayşe
2025-07-25 18:37:38,Kola,25,15,1,Garson Ali
2025-07-25 20:48:38,Mercimek,40,12,3,Garson Ali
2025-07-25 14:14:38,Künefe,80,35,5,Garson Ayşe
2025-07-25 13:55:38,Beyti,160,70,9,Garson Mehmet
2025-07-25 16:33:38,Adana,140,60,7,Garson Ali
2025-07-25 13:01:38,Adana,140,60,7,Garson Ali
2025-07-25 16:47:38,Künefe,80,35,5,Garson Ali
2025-07-25 17:43:38,İskender,150,65,8,Garson Ali
2025-07-25 20:39:38,Beyti,160,70,9,Garson Ayşe
2025-07-25 17:41:38,Ezogelin,40,12,3,Garson Ali
2025-07-25 21:41:38,Ezogelin,40,12,3,Garson Ali
2025-07-25 14:10:38,Kola,25,15,1,Garson Ayşe
2025-07-25 22:51:38,Kola,25,15,1,Garson Ayşe
2025-07-25 23:47:38,Künefe,80,35,5,Garson Ali
2025-07-25 23:45:38,Beyti,160,70,9,Garson Ali
2025-07-25 17:48:38,İskender,150,65,8,Garson Ali
2025-07-25 17:48:38,Mercimek,40,12,3,Garson Ayşe
2025-07-25 11:43:38,Kola,25,15,1,Garson Ali
2025-07-24 21:01:38,Su,10,2,1,Garson Ali
2025-07-24 11:09:38,Beyti,160,70,9,Garson Ayşe
2025-07-24 18:53:38,Su,10,2,1,Garson Zeynep
2025-07-24 18:33:38,Kola,25,15,1,Garson Ali
2025-07-24 21:30:38,Su,10,2,1,Garson Ayşe
2025-07-24 13:00:38,Beyti,160,70,9,Garson Mehmet
2025-07-24 19:07:38,İskender,150,65,8,Garson Ali
2025-07-24 15:24:38,Beyti,160,70,9,Garson Ali
2025-07-24 16:40:38,Kola,25,15,1,Garson Ali
2025-07-24 16:03:38,Beyti,160,70,9,Garson Ali
2025-07-24 23:50:38,Su,10,2,1,Garson Ali
2025-07-24 20:23:38,Su,10,2,1,Garson Ali
2025-07-24 15:39:38,Ezogelin,40,12,3,Garson Ali
2025-07-24 16:02:38,Su,10,2,1,Garson Ali
2025-07-24 12:20:38,Beyti,160,70,9,Garson Ayşe
2025-07-24 16:35:38,Su,10,2,1,Garson Ayşe
2025-07-24 17:50:38,Adana,140,60,7,Garson Ali
2025-07-24 22:54:38,Adana,140,60,7,Garson Ali
2025-07-24 12:23:38,İskender,150,65,8,Garson Ali
2025-07-24 16:02:38,Mercimek,40,12,3,Garson Ali
2025-07-24 14:54:38,Ezogelin,40,12,3,Garson Ali
2025-07-24 14:29:38,Su,10,2,1,Garson Ayşe
2025-07-24 20:12:38,Ayran,15,4,1,Garson Ayşe
2025-07-24 20:47:38,Ayran,15,4,1,Garson Ali
2025-07-24 22:23:38,Su,10,2,1,Garson Ali
2025-07-24 15:30:38,İskender,150,65,8,Garson Ayşe
2025-07-24 20:03:38,Su,10,2,1,Garson Zeynep
2025-07-24 18:18:38,Beyti,160,70,9,Garson Ayşe
2025-07-24 19:47:38,Künefe,80,35,5,Garson Ali
2025-07-24 22:46:38,Ezogelin,40,12,3,Garson Zeynep
2025-07-24 14:31:38,Su,10,2,1,Garson Zeynep
2025-07-24 23:13:38,İskender,150,65,8,Garson Ali
2025-07-24 23:41:38,İskender,150,65,8,Garson Ayşe
2025-07-24 18:40:38,Adana,140,60,7,Garson Ali
2025-07-24 12:08:38,İskender,150,65,8,Garson Ali
2025-07-24 23:23:38,İskender,150,65,8,Garson Zeynep
2025-07-24 11:25:38,Beyti,160,70,9,Garson Ali
2025-07-24 23:03:38,Su,10,2,1,Garson Ayşe
2025-07-24 23:56:38,İskender,150,65,8,Garson Ayşe
2025-07-24 19:42:38,Beyti,160,70,9,Garson Mehmet
2025-07-23 18:55:38,Kola,25,15,1,Garson Ali
2025-07-23 18:28:38,İskender,150,65,8,Garson Ayşe
2025-07-23 14:38:38,Ezogelin,40,12,3,Garson Ali
2025-07-23 12:38:38,Su,10,2,1,Garson Ali
2025-07-23 17:43:38,İskender,150,65,8,Garson Ayşe
2025-07-23 15:01:38,Beyti,160,70,9,Garson Ayşe
2025-07-23 11:17:38,Beyti,160,70,9,Garson Ayşe
2025-07-23 19:14:38,İskender,150,65,8,Garson Ali
2025-07-23 14:57:38,İskender,150,65,8,Garson Ali
2025-07-23 22:58:38,Su,10,2,1,Garson Ayşe
2025-07-23 14:25:38,Ayran,15,4,1,Garson Mehmet
2025-07-23 23:32:38,Kola,25,15,1,Garson Ali
2025-07-23 20:40:38,Mercimek,40,12,3,Garson Ayşe
2025-07-23 12:44:38,İskender,150,65,8,Garson Ali
2025-07-23 18:16:38,Ezogelin,40,12,3,Garson Ali
2025-07-23 14:47:38,Su,10,2,1,Garson Ali
2025-07-23 17:54:38,Su,10,2,1,Garson Ayşe
2025-07-23 20:12:38,İskender,150,65,8,Garson Mehmet
2025-07-23 22:06:38,Su,10,2,1,Garson Ayşe
2025-07-23 23:54:38,Mercimek,40,12,3,Garson Mehmet
2025-07-23 13:43:38,Mercimek,40,12,3,Garson Ayşe
2025-07-23 13:45:38,Kola,25,15,1,Garson Ali
2025-07-23 17:40:38,Su,10,2,1,Garson Ayşe
2025-07-23 11:12:38,Ezogelin,40,12,3,Garson Ali
2025-07-23 23:45:38,Ezogelin,40,12,3,Garson Ayşe
2025-07-22 15:03:38,Adana,140,60,7,Garson Ayşe
2025-07-22 12:24:38,Kola,25,15,1,Garson Ayşe
2025-07-22 15:00:38,Su,10,2,1,Garson Mehmet
2025-07-22 14:46:38,Adana,140,60,7,Garson Ali
2025-07-22 23:56:38,Ayran,15,4,1,Garson Ali
2025-07-22 18:51:38,İskender,150,65,8,Garson Ali
2025-07-22 17:28:38,Su,10,2,1,Garson Mehmet
2025-07-22 22:16:38,Kola,25,15,1,Garson Zeynep
2025-07-22 14:08:38,Su,10,2,1,Garson Ali
2025-07-22 17:35:38,Ayran,15,4,1,Garson Ali
2025-07-22 11:01:38,Adana,140,60,7,Garson Ayşe
2025-07-22 21:13:38,Mercimek,40,12,3,Garson Ayşe
2025-07-22 21:22:38,Mercimek,40,12,3,Garson Ayşe
2025-07-22 12:28:38,Su,10,2,1,Garson Ali
2025-07-22 11:20:38,İskender,150,65,8,Garson Ayşe
2025-07-22 23:10:38,Su,10,2,1,Garson Ayşe
2025-07-22 13:30:38,Ezogelin,40,12,3,Garson Ayşe
2025-07-22 19:20:38,İskender,150,65,8,Garson Ali
2025-07-22 18:23:38,Kola,25,15,1,Garson Ali
2025-07-22 17:25:38,İskender,150,65,8,Garson Ali
2025-07-22 19:18:38,İskender,150,65,8,Garson Ayşe
2025-07-22 15:46:38,Mercimek,40,12,3,Garson Ali
2025-07-22 15:47:38,Su,10,2,1,Garson Zeynep
2025-07-22 11:32:38,İskender,150,65,8,Garson Ali
2025-07-22 23:20:38,İskender,150,65,8,Garson Mehmet
2025-07-22 11:21:38,İskender,150,65,8,Garson Ayşe
2025-07-22 11:34:38,Su,10,2,1,Garson Ali
2025-07-22 11:15:38,Beyti,160,70,9,Garson Ali
2025-07-22 16:08:38,İskender,150,65,8,Garson Zeynep
2025-07-22 18:12:38,İskender,150,65,8,Garson Ali
2025-07-21 15:43:38,Beyti,160,70,9,Garson Ali
2025-07-21 17:33:38,Su,10,2,1,Garson Ali
2025-07-21 22:15:38,Ayran,15,4,1,Garson Ali
2025-07-21 12:27:38,Su,10,2,1,Garson Ali
2025-07-21 23:18:38,Su,10,2,1,Garson Ali
2025-07-21 19:29:38,Beyti,160,70,9,Garson Ayşe
2025-07-21 16:16:38,İskender,150,65,8,Garson Zeynep
2025-07-21 20:43:38,İskender,150,65,8,Garson Ali
2025-07-21 23:14:38,İskender,150,65,8,Garson Ayşe
2025-07-21 23:46:38,Beyti,160,70,9,Garson Ayşe
2025-07-21 18:50:38,Su,10,2,1,Garson Ali
2025-07-21 17:46:38,Beyti,160,70,9,Garson Ayşe
2025-07-21 23:22:38,Su,10,2,1,Garson Ali
2025-07-21 23:57:38,İskender,150,65,8,Garson Ali
2025-07-21 22:49:38,Beyti,160,70,9,Garson Ali
2025-07-21 21:01:38,Beyti,160,70,9,Garson Ayşe
2025-07-21 12:20:38,Su,10,2,1,Garson Ali
2025-07-21 11:45:38,Ayran,15,4,1,Garson Ayşe
2025-07-21 17:11:38,Beyti,160,70,9,Garson Ayşe
2025-07-21 18:15:38,Su,10,2,1,Garson Ayşe
2025-07-21 17:47:38,Su,10,2,1,Garson Ayşe
2025-07-21 15:13:38,Künefe,80,35,5,Garson Zeynep
2025-07-21 14:27:38,Ezogelin,40,12,3,Garson Ayşe
2025-07-21 14:27:38,Kola,25,15,1,Garson Ayşe
2025-07-21 17:42:38,İskender,150,65,8,Garson Mehmet
2025-07-21 14:43:38,Su,10,2,1,Garson Ayşe
2025-07-21 14:03:38,İskender,150,65,8,Garson Ayşe
2025-07-21 22:31:38,Ezogelin,40,12,3,Garson Ali
2025-07-20 20:28:38,İskender,150,65,8,Garson Ayşe
2025-07-20 14:34:38,Su,10,2,1,Garson Ali
2025-07-20 19:32:38,İskender,150,65,8,Garson Ali
2025-07-20 21:17:38,Ayran,15,4,1,Garson Ali
2025-07-20 20:08:38,İskender,150,65,8,Garson Ayşe
2025-07-20 23:45:38,Beyti,160,70,9,Garson Ali
2025-07-20 20:16:38,İskender,150,65,8,Garson Ali
2025-07-20 23:04:38,Beyti,160,70,9,Garson Mehmet
2025-07-20 15:14:38,Künefe,80,35,5,Garson Ali
2025-07-20 12:44:38,Beyti,160,70,9,Garson Ali
2025-07-20 20:05:38,Beyti,160,70,9,Garson Ali
2025-07-20 21:35:38,Kola,25,15,1,Garson Ali
2025-07-20 15:43:38,Beyti,160,70,9,Garson Ali
2025-07-20 17:21:38,Ayran,15,4,1,Garson Ali
2025-07-20 21:06:38,İskender,150,65,8,Garson Ali
2025-07-20 15:17:38,İskender,150,65,8,Garson Ali
2025-07-20 18:19:38,İskender,150,65,8,Garson Ali
2025-07-20 12:50:38,Ezogelin,40,12,3,Garson Ayşe
2025-07-20 16:54:38,Kola,25,15,1,Garson Mehmet
2025-07-20 14:23:38,Künefe,80,35,5,Garson Ayşe
2025-07-20 19:59:38,Adana,140,60,7,Garson Ayşe
2025-07-20 17:41:38,İskender,150,65,8,Garson Zeynep
2025-07-20 13:57:38,Ezogelin,40,12,3,Garson Ali
2025-07-20 19:43:38,Beyti,160,70,9,Garson Ali
2025-07-20 23:15:38,Beyti,160,70,9,Garson Ayşe
2025-07-20 12:16:38,İskender,150,65,8,Garson Ali
2025-07-20 13:25:38,Künefe,80,35,5,Garson Ali
2025-07-20 14:10:38,Beyti,160,70,9,Garson Ayşe
2025-07-20 14:15:38,İskender,150,65,8,Garson Ali
2025-07-20 13:17:38,İskender,150,65,8,Garson Ali
2025-07-20 19:36:38,Ayran,15,4,1,Garson Ali
2025-07-20 15:50:38,Su,10,2,1,Garson Ayşe
2025-07-20 18:44:38,Adana,140,60,7,Garson Mehmet
2025-07-20 20:09:38,İskender,150,65,8,Garson Ayşe
2025-07-20 20:24:38,Beyti,160,70,9,Garson Ali
2025-07-20 16:56:38,İskender,150,65,8,Garson Ali
2025-07-20 11:39:38,Beyti,160,70,9,Garson Ali
2025-07-20 14:14:38,İskender,150,65,8,Garson Ali
2025-07-20 17:25:38,Ayran,15,4,1,Garson Zeynep
2025-07-20 16:17:38,Künefe,80,35,5,Garson Ayşe
2025-07-20 18:50:38,İskender,150,65,8,Garson Ayşe
2025-07-20 12:28:38,Beyti,160,70,9,Garson Ali
2025-07-20 17:50:38,İskender,150,65,8,Garson Ali
2025-07-20 17:25:38,Su,10,2,1,Garson Ayşe
2025-07-20 12:56:38,Su,10,2,1,Garson Mehmet
2025-07-20 14:27:38,Ezogelin,40,12,3,Garson Ayşe
2025-07-20 16:53:38,Adana,140,60,7,Garson Ali
2025-07-20 17:20:38,Ezogelin,40,12,3,Garson Ali
2025-07-20 23:12:38,İskender,150,65,8,Garson Ayşe
2025-07-20 12:44:38,Su,10,2,1,Garson Ali
2025-07-20 17:09:38,Ezogelin,40,12,3,Garson Ali
2025-07-20 14:50:38,İskender,150,65,8,Garson Ali
2025-07-20 16:57:38,Su,10,2,1,Garson Ayşe
2025-07-20 20:02:38,Ezogelin,40,12,3,Garson Ali
2025-07-20 14:32:38,Kola,25,15,1,Garson Ayşe
2025-07-20 14:37:38,Kola,25,15,1,Garson Ayşe
2025-07-20 15:30:38,Beyti,160,70,9,Garson Ali
2025-07-20 20:25:38,İskender,150,65,8,Garson Ali
2025-07-20 14:01:38,Kola,25,15,1,Garson Ali
2025-07-20 21:33:38,Beyti,160,70,9,Garson Ayşe
2025-07-20 11:25:38,Künefe,80,35,5,Garson Mehmet
2025-07-20 13:06:38,Beyti,160,70,9,Garson Ali
2025-07-20 11:27:38,Adana,140,60,7,Garson Ali
2025-07-20 18:26:38,Adana,140,60,7,Garson Ali
2025-07-20 18:39:38,Su,10,2,1,Garson Ali
2025-07-20 14:21:38,Adana,140,60,7,Garson Ali
2025-07-20 12:39:38,Su,10,2,1,Garson Ali
2025-07-20 23:12:38,Adana,140,60,7,Garson Ayşe
2025-07-20 17:54:38,Mercimek,40,12,3,Garson Ali
2025-07-20 22:54:38,Beyti,160,70,9,Garson Ali
2025-07-20 15:59:38,Mercimek,40,12,3,Garson Mehmet
2025-07-20 15:14:38,İskender,150,65,8,Garson Ali
2025-07-20 20:58:38,Kola,25,15,1,Garson Mehmet
2025-07-20 23:15:38,Su,10,2,1,Garson Ali
2025-07-20 11:25:38,Künefe,80,35,5,Garson Ali
2025-07-20 12:00:38,Mercimek,40,12,3,Garson Ali
2025-07-20 21:14:38,Beyti,160,70,9,Garson Ayşe
2025-07-20 21:11:38,Su,10,2,1,Garson Ayşe
2025-07-20 15:18:38,Su,10,2,1,Garson Ali
2025-07-20 15:26:38,İskender,150,65,8,Garson Ali
2025-07-20 12:09:38,Beyti,160,70,9,Garson Ali
2025-07-20 23:55:38,Adana,140,60,7,Garson Ali
2025-07-20 11:02:38,Su,10,2,1,Garson Ali
2025-07-19 17:47:38,Ezogelin,40,12,3,Garson Ali
2025-07-19 16:11:38,Beyti,160,70,9,Garson Ali
2025-07-19 14:41:38,Su,10,2,1,Garson Ayşe
2025-07-19 11:08:38,Mercimek,40,12,3,Garson Ayşe
2025-07-19 17:12:38,Su,10,2,1,Garson Ayşe
2025-07-19 23:34:38,Künefe,80,35,5,Garson Ali
2025-07-19 15:28:38,Su,10,2,1,Garson Ayşe
2025-07-19 23:51:38,Su,10,2,1,Garson Mehmet
2025-07-19 14:40:38,Beyti,160,70,9,Garson Ali
2025-07-19 11:49:38,Künefe,80,35,5,Garson Ayşe
2025-07-19 14:33:38,Adana,140,60,7,Garson Ali
2025-07-19 11:17:38,Beyti,160,70,9,Garson Ayşe
2025-07-19 16:20:38,İskender,150,65,8,Garson Ayşe
2025-07-19 19:07:38,İskender,150,65,8,Garson Ali
2025-07-19 20:16:38,Ayran,15,4,1,Garson Ali
2025-07-19 19:22:38,Adana,140,60,7,Garson Zeynep
2025-07-19 21:53:38,Kola,25,15,1,Garson Ayşe
2025-07-19 21:17:38,İskender,150,65,8,Garson Ali
2025-07-19 21:14:38,İskender,150,65,8,Garson Ali
2025-07-19 19:30:38,Su,10,2,1,Garson Ali
2025-07-19 18:59:38,Beyti,160,70,9,Garson Ayşe
2025-07-19 18:21:38,İskender,150,65,8,Garson Ali
2025-07-19 12:46:38,İskender,150,65,8,Garson Ali
2025-07-19 14:23:38,Su,10,2,1,Garson Ali
2025-07-19 21:51:38,Su,10,2,1,Garson Mehmet
2025-07-19 18:58:38,Beyti,160,70,9,Garson Ayşe
2025-07-19 21:29:38,İskender,150,65,8,Garson Ali
2025-07-19 12:18:38,İskender,150,65,8,Garson Ali
2025-07-19 21:06:38,Kola,25,15,1,Garson Ali
2025-07-19 15:10:38,Mercimek,40,12,3,Garson Ayşe
2025-07-19 15:21:38,İskender,150,65,8,Garson Ayşe
2025-07-19 18:01:38,İskender,150,65,8,Garson Ali
2025-07-19 16:34:38,Kola,25,15,1,Garson Ali
2025-07-19 13:21:38,Künefe,80,35,5,Garson Zeynep
2025-07-19 19:41:38,Künefe,80,35,5,Garson Ayşe
2025-07-19 22:43:38,Adana,140,60,7,Garson Ayşe
2025-07-19 18:58:38,Su,10,2,1,Garson Ali
2025-07-19 22:23:38,İskender,150,65,8,Garson Ali
2025-07-19 15:20:38,İskender,150,65,8,Garson Ayşe
2025-07-19 19:41:38,İskender,150,65,8,Garson Mehmet
2025-07-19 19:29:38,İskender,150,65,8,Garson Ayşe
2025-07-19 14:15:38,Su,10,2,1,Garson Ali
2025-07-19 11:00:38,Su,10,2,1,Garson Ali
2025-07-19 11:58:38,Su,10,2,1,Garson Ali
2025-07-19 12:16:38,Künefe,80,35,5,Garson Ali
2025-07-19 21:20:38,İskender,150,65,8,Garson Ali
2025-07-19 12:08:38,Kola,25,15,1,Garson Ayşe
2025-07-19 12:19:38,Künefe,80,35,5,Garson Ali
2025-07-19 12:10:38,Su,10,2,1,Garson Mehmet
2025-07-19 18:14:38,Beyti,160,70,9,Garson Ayşe
2025-07-19 21:51:38,Ezogelin,40,12,3,Garson Ali
